id,marca,modelo,edad,kilometraje_km,combustible,transmision,potencia_cv,consumo_l_100km,num_duenos,estado,region,puertas,color,carroceria,precio_eur
701,Peugeot,3008,14,209206,Gasolina,Manual,139,6.5,4,Excelente,Navarra,5,Azul,SUV,2272
702,Toyota,Corolla,18,281418,Híbrido,Manual,119,6.1,2,Bueno,Navarra,5,Azul,SUV,1500
703,BMW,X1,18,267159,Diésel,Manual,140,6.2,4,Bueno,Valencia,5,Rojo,Monovolumen,3582
704,Skoda,Octavia,14,203234,Gasolina,Manual,129,7.1,6,Bueno,Navarra,5,Rojo,SUV,2860
705,Nissan,Qashqai,7,101973,Gasolina,Manual,133,7.2,1,Bueno,Aragón,5,Plata,Familiar,7230
706,Opel,Mokka,5,68322,Gasolina,Automático,93,7.4,1,Bueno,Murcia,5,Plata,Familiar,7580
707,Volkswagen,Polo,9,140484,Diésel,Manual,126,7.4,2,Bueno,Murcia,5,Blanco,SUV,3702
708,Toyota,Corolla,12,182367,Híbrido,Manual,139,5.5,5,Bueno,Castilla-La Mancha,5,Blanco,SUV,2128
709,Ford,Focus,20,294582,Gasolina,Automático,140,7.0,3,Bueno,Murcia,5,Blanco,Familiar,1791
710,Toyota,Yaris,12,159411,Gasolina,Manual,122,6.8,4,Bueno,Aragón,5,Blanco,SUV,2658
711,Skoda,Fabia,19,280135,Híbrido,Manual,104,4.4,2,Bueno,Valencia,5,Azul,Monovolumen,1840
712,Dacia,Sandero,8,124673,Híbrido,Automático,125,4.9,2,Excelente,Canarias,5,Rojo,Berlina,2957
713,Audi,Q3,18,263180,Gasolina,Manual,141,7.7,1,Bueno,Cantabria,5,Plata,SUV,1840
714,BMW,Serie 3,14,203825,Gasolina,Manual,170,7.4,2,Bueno,País Vasco,5,Blanco,SUV,5485
715,Skoda,Karoq,9,126895,Diésel,Manual,87,6.5,1,Bueno,Castilla-La Mancha,5,Negro,Monovolumen,2930
716,Dacia,Duster,9,144671,Híbrido,Manual,113,5.2,2,Excelente,Cataluña,5,Plata,Monovolumen,3058
717,BMW,Serie 3,3,50156,Gasolina,Manual,153,6.8,1,Aceptable,Andalucía,5,Negro,SUV,12914
718,Citroen,C4,20,292830,Híbrido,Manual,137,6.6,6,Bueno,Castilla-La Mancha,5,Negro,SUV,1500
719,Citroen,C5 Aircross,10,163309,Híbrido,Automático,137,6.0,3,Bueno,País Vasco,5,Azul,Familiar,4849
720,Skoda,Karoq,7,94675,Híbrido,Manual,126,6.4,3,Aceptable,Andalucía,5,Plata,Familiar,3395
721,Audi,A1,9,135025,Gasolina,Automático,160,8.0,2,Bueno,Extremadura,5,Blanco,Monovolumen,1627
722,Opel,Mokka,6,107644,Diésel,Manual,159,5.5,2,Excelente,Navarra,5,Blanco,Familiar,5293
723,Peugeot,208,13,196921,Diésel,Automático,141,7.1,5,Bueno,Murcia,5,Gris,Berlina,3002
724,Citroen,C4,16,237450,Gasolina,Manual,104,7.1,3,Bueno,Castilla y León,3,Gris,SUV,2256
725,Opel,Astra,8,112484,Híbrido,Automático,137,5.3,3,Excelente,Madrid,5,Plata,Berlina,6773
726,BMW,Serie 1,6,78223,Gasolina,Automático,75,8.3,2,Excelente,Murcia,5,Negro,Berlina,8612
727,Renault,Megane,15,217588,Híbrido,Manual,105,5.6,2,Bueno,Extremadura,5,Azul,Monovolumen,2423
728,Peugeot,208,14,211540,Gasolina,Automático,189,5.5,1,Bueno,Baleares,5,Azul,SUV,2791
729,Toyota,C-HR,14,209081,Eléctrico,Manual,124,5.0,1,Bueno,Murcia,5,Blanco,Berlina,3630
730,Mercedes,Clase C,13,200691,Diésel,Automático,207,7.1,1,Bueno,Extremadura,3,Azul,SUV,4235
731,Ford,Fiesta,8,105634,Diésel,Automático,121,7.1,3,Bueno,País Vasco,3,Rojo,Familiar,2179
732,Volkswagen,Golf,10,162786,Híbrido,Manual,148,5.5,1,Aceptable,Cataluña,3,Rojo,SUV,3707
733,Kia,Sportage,8,126298,Diésel,Manual,133,6.5,3,Excelente,Aragón,5,Rojo,Monovolumen,4872
734,Skoda,Octavia,6,77248,Gasolina,Manual,124,5.2,2,Bueno,País Vasco,3,Blanco,Monovolumen,3113
735,Ford,Fiesta,12,190304,Diésel,Automático,130,5.5,3,Aceptable,País Vasco,5,Gris,SUV,3871
736,Nissan,Micra,15,230848,Gasolina,Automático,123,7.8,1,Bueno,Extremadura,3,Negro,Berlina,4601
737,Volkswagen,Polo,15,222942,Gasolina,Manual,89,7.9,3,Bueno,Baleares,3,Gris,Familiar,4338
738,Skoda,Octavia,5,87064,Gasolina,Automático,96,7.2,1,Excelente,Valencia,5,Gris,Berlina,4562
739,Opel,Corsa,4,63433,Híbrido,Manual,150,5.3,1,Excelente,Madrid,5,Rojo,Monovolumen,6028
740,Opel,Astra,18,267394,Gasolina,Manual,98,7.3,2,Aceptable,Madrid,5,Plata,Compacto,1500
741,Peugeot,308,9,132558,Diésel,Automático,156,6.2,5,Excelente,Valencia,5,Plata,SUV,2254
742,Skoda,Octavia,12,170568,Diésel,Manual,74,7.0,6,Bueno,Extremadura,5,Plata,Compacto,1500
743,Ford,Focus,19,285675,Híbrido,Manual,60,6.3,4,Bueno,Cantabria,3,Gris,Compacto,4468
744,Opel,Corsa,8,125015,Gasolina,Automático,103,7.6,1,Bueno,Cantabria,5,Plata,Berlina,1500
745,Ford,Focus,11,154789,Diésel,Manual,109,6.8,2,Aceptable,Galicia,5,Blanco,SUV,2721
746,Dacia,Sandero,5,68865,Gasolina,Manual,131,8.0,5,Bueno,Murcia,3,Azul,SUV,5271
747,Dacia,Sandero,7,96410,Diésel,Manual,132,6.1,1,Bueno,Extremadura,5,Plata,Monovolumen,5838
748,Ford,Fiesta,4,59680,Diésel,Manual,94,6.4,2,Bueno,Valencia,5,Azul,SUV,7140
749,Mercedes,Clase A,16,234121,Diésel,Manual,68,6.2,1,Bueno,Navarra,5,Rojo,Berlina,1500
750,Renault,Clio,4,54797,Gasolina,Manual,95,7.2,1,Bueno,País Vasco,5,Rojo,Compacto,3908
751,Renault,Captur,20,301196,Gasolina,Manual,112,7.5,5,Bueno,Cantabria,3,Azul,Berlina,2330
752,Mercedes,Clase C,2,33836,Diésel,Automático,148,5.9,1,Bueno,País Vasco,5,Negro,Familiar,18811
753,Toyota,Yaris,18,278271,Diésel,Manual,69,7.2,1,Bueno,Madrid,3,Blanco,Compacto,1500
754,SEAT,León,5,74005,Diésel,Manual,124,7.1,2,Bueno,Navarra,5,Rojo,Monovolumen,5538
755,Dacia,Duster,11,164686,Gasolina,Manual,66,7.3,2,Excelente,Madrid,5,Negro,Berlina,1500
756,SEAT,León,5,77184,Diésel,Manual,78,6.4,3,Bueno,Castilla y León,3,Azul,Familiar,5522
757,Ford,Fiesta,7,98871,Gasolina,Manual,81,7.4,1,Bueno,Extremadura,5,Azul,Berlina,2688
758,SEAT,Ateca,2,34397,Gasolina,Manual,175,6.2,1,Excelente,Madrid,3,Plata,Familiar,11193
759,Hyundai,i30,5,76749,Diésel,Manual,118,6.3,4,Aceptable,Cataluña,5,Azul,Monovolumen,4763
760,Skoda,Fabia,19,287035,Diésel,Manual,114,5.9,1,Bueno,País Vasco,5,Azul,SUV,1500
761,Skoda,Fabia,5,73175,Diésel,Manual,165,5.8,3,Bueno,Madrid,3,Plata,Familiar,2668
762,Toyota,Corolla,9,137111,Gasolina,Manual,126,8.0,4,Aceptable,La Rioja,5,Plata,Monovolumen,5868
763,Citroen,C3,11,165857,Diésel,Manual,103,6.4,3,Bueno,Asturias,5,Negro,Familiar,2378
764,Toyota,Corolla,18,272327,Diésel,Manual,97,6.1,3,Excelente,Baleares,3,Azul,Berlina,1500
765,Skoda,Octavia,13,218485,Gasolina,Manual,60,6.9,5,Bueno,País Vasco,5,Negro,Compacto,2903
766,Opel,Mokka,19,287462,Híbrido,Manual,131,4.4,4,Bueno,Andalucía,5,Azul,Compacto,2994
767,Audi,A4,9,134785,Diésel,Automático,166,6.3,5,Bueno,Galicia,5,Rojo,Monovolumen,6006
768,Peugeot,3008,19,281792,Híbrido,Manual,150,5.1,3,Aceptable,Andalucía,5,Rojo,Familiar,1500
769,Peugeot,3008,19,289895,Diésel,Manual,60,4.9,6,Aceptable,Asturias,3,Gris,Compacto,1500
770,Citroen,C5 Aircross,5,83736,Diésel,Manual,116,5.4,3,Bueno,Galicia,3,Negro,SUV,6086
771,Citroen,C4,20,296721,Gasolina,Automático,149,6.0,3,Bueno,Aragón,3,Gris,SUV,1500
772,Hyundai,i30,13,203215,Gasolina,Automático,144,8.5,4,Bueno,Galicia,5,Azul,Familiar,2879
773,Hyundai,i30,4,54504,Diésel,Manual,114,6.2,5,Bueno,Madrid,5,Rojo,Compacto,3736
774,Renault,Clio,10,156115,Gasolina,Automático,85,7.4,1,Bueno,Cantabria,5,Plata,Berlina,2662
775,Ford,Kuga,19,272996,Eléctrico,Automático,121,6.3,4,Aceptable,Murcia,5,Plata,Monovolumen,1500
776,Mercedes,GLA,10,144746,Híbrido,Manual,123,4.3,2,Aceptable,Galicia,5,Azul,SUV,5946
777,Toyota,C-HR,1,20236,Diésel,Manual,132,6.6,3,Aceptable,Cantabria,5,Gris,SUV,15786
778,Renault,Clio,3,32123,Gasolina,Automático,92,5.7,1,Bueno,Navarra,5,Rojo,Berlina,6995
779,Mercedes,GLA,10,152049,Diésel,Manual,109,5.9,1,Aceptable,País Vasco,5,Gris,Compacto,3864
780,Hyundai,Tucson,17,252222,Diésel,Automático,149,5.7,5,Bueno,Asturias,3,Plata,SUV,2957
781,Peugeot,308,11,162801,Diésel,Manual,74,4.9,6,Aceptable,Castilla-La Mancha,5,Gris,SUV,2606
782,Ford,Kuga,8,106943,Diésel,Manual,107,5.1,2,Bueno,Castilla y León,5,Gris,SUV,3586
783,Citroen,C3,16,234480,Diésel,Automático,81,6.3,5,Excelente,Murcia,5,Azul,Compacto,1500
784,Toyota,Corolla,18,278575,Gasolina,Manual,112,7.1,4,Bueno,Cantabria,5,Rojo,Monovolumen,3432
785,Skoda,Karoq,7,125575,Eléctrico,Manual,73,6.0,1,Bueno,Murcia,5,Negro,Familiar,5265
786,Ford,Fiesta,6,82729,Gasolina,Automático,172,7.9,2,Excelente,Castilla y León,5,Blanco,Monovolumen,5146
787,Opel,Mokka,9,126374,Híbrido,Manual,139,5.2,2,Excelente,Asturias,5,Blanco,Familiar,2262
788,Ford,Focus,9,135822,Gasolina,Manual,133,6.1,2,Bueno,Galicia,3,Rojo,SUV,4433
789,Hyundai,i20,11,165498,Híbrido,Manual,109,4.8,3,Excelente,Asturias,3,Blanco,Familiar,1500
790,Hyundai,i30,2,31664,Gasolina,Manual,111,7.9,1,Bueno,Baleares,5,Rojo,SUV,10142
791,Ford,Focus,4,64694,Diésel,Automático,113,7.2,1,Excelente,La Rioja,3,Rojo,Familiar,6065
792,Hyundai,i30,13,200469,Híbrido,Manual,78,4.7,5,Aceptable,Extremadura,5,Plata,Compacto,1802
793,Renault,Clio,20,288346,Diésel,Automático,119,5.4,1,Bueno,Andalucía,5,Blanco,SUV,2137
794,Toyota,C-HR,3,48348,Diésel,Manual,138,4.4,1,Bueno,Baleares,5,Blanco,Monovolumen,8323
795,Peugeot,3008,3,39419,Gasolina,Manual,86,6.9,3,Excelente,Extremadura,3,Rojo,Berlina,9044
796,Nissan,Micra,2,45993,Gasolina,Automático,108,7.1,3,Bueno,Aragón,5,Rojo,Compacto,6988
797,Nissan,Micra,12,178765,Gasolina,Automático,108,5.6,6,Excelente,Galicia,3,Blanco,Monovolumen,1815
798,Ford,Fiesta,7,117123,Diésel,Manual,139,6.2,1,Excelente,Cataluña,5,Blanco,SUV,3788
799,Nissan,Qashqai,7,103641,Híbrido,Manual,120,5.4,3,Excelente,Castilla-La Mancha,5,Rojo,Compacto,6604
800,BMW,Serie 3,4,60662,Diésel,Manual,80,4.6,2,Bueno,La Rioja,5,Azul,Compacto,12586
801,Renault,Megane,20,311257,Gasolina,Manual,60,6.1,3,Bueno,Andalucía,5,Rojo,Compacto,1500
802,Ford,Fiesta,2,42650,Gasolina,Manual,119,7.6,1,Excelente,Galicia,5,Negro,Monovolumen,9715
803,BMW,X1,7,106323,Eléctrico,Manual,60,5.1,2,Excelente,Extremadura,5,Rojo,Compacto,10703
804,Mercedes,GLA,15,218705,Gasolina,Automático,110,8.6,3,Bueno,País Vasco,5,Azul,Familiar,4957
805,Dacia,Sandero,2,33533,Híbrido,Manual,99,5.0,1,Bueno,Valencia,5,Azul,Berlina,9637
806,Peugeot,208,3,39654,Eléctrico,Automático,90,5.0,1,Bueno,La Rioja,5,Gris,Berlina,8606
807,Audi,Q3,12,188949,Gasolina,Automático,130,7.1,6,Excelente,La Rioja,3,Plata,SUV,4169
808,Ford,Kuga,20,291554,Diésel,Manual,71,5.5,6,Bueno,Murcia,5,Plata,Compacto,2361
809,Skoda,Octavia,3,54009,Gasolina,Automático,96,8.5,1,Bueno,Extremadura,5,Gris,Compacto,6358
810,Kia,Rio,9,133618,Gasolina,Automático,95,7.1,5,Excelente,Asturias,5,Azul,Compacto,1500
811,SEAT,León,20,295003,Diésel,Manual,148,6.5,4,Excelente,Navarra,5,Negro,SUV,2513
812,BMW,Serie 3,9,125260,Gasolina,Manual,129,6.8,2,Excelente,Castilla y León,5,Plata,Monovolumen,5185
813,Kia,Ceed,12,169214,Diésel,Manual,130,8.0,4,Excelente,Aragón,3,Negro,Monovolumen,3577
814,Renault,Clio,12,197507,Híbrido,Automático,124,4.3,1,Bueno,País Vasco,3,Plata,Monovolumen,3255
815,SEAT,Arona,3,46795,Híbrido,Manual,142,5.2,2,Bueno,Cataluña,5,Gris,Familiar,7205
816,Hyundai,i30,12,183275,Gasolina,Manual,123,7.3,1,Bueno,Cataluña,5,Negro,Familiar,2988
817,Volkswagen,Tiguan,7,103288,Diésel,Manual,154,6.8,1,Excelente,Valencia,5,Blanco,Familiar,6806
818,BMW,X1,7,112189,Eléctrico,Automático,110,6.0,1,Excelente,Navarra,3,Plata,Berlina,12483
819,Peugeot,208,5,83308,Gasolina,Manual,132,6.8,1,Bueno,Castilla-La Mancha,3,Negro,SUV,1673
820,Nissan,Qashqai,10,142508,Diésel,Manual,60,6.4,2,Bueno,Extremadura,5,Plata,Compacto,3572
821,Citroen,C5 Aircross,17,268727,Gasolina,Manual,77,7.5,3,Bueno,Valencia,5,Blanco,Compacto,2668
822,Citroen,C3,11,159076,Diésel,Manual,101,6.6,3,Bueno,Cataluña,5,Azul,Compacto,2202
823,Kia,Ceed,1,12281,Diésel,Manual,135,7.1,1,Bueno,Madrid,5,Azul,Monovolumen,10511
824,Hyundai,Tucson,1,21084,Gasolina,Manual,60,6.7,3,Bueno,La Rioja,5,Blanco,Compacto,17426
825,Peugeot,208,1,13952,Diésel,Manual,138,5.8,2,Aceptable,Galicia,5,Gris,Berlina,7853
826,Dacia,Duster,5,71872,Diésel,Manual,116,6.7,2,Excelente,Cataluña,3,Gris,Berlina,4382
827,Hyundai,Tucson,9,131098,Gasolina,Automático,74,7.8,3,Excelente,Navarra,5,Gris,Berlina,5587
828,Dacia,Sandero,4,79979,Diésel,Manual,81,6.0,1,Excelente,Cataluña,5,Negro,Compacto,7731
829,Toyota,C-HR,14,211436,Diésel,Manual,163,6.8,4,Bueno,Extremadura,5,Gris,Familiar,2266
830,Nissan,Juke,11,160387,Gasolina,Manual,111,5.8,3,Aceptable,Cataluña,5,Blanco,Familiar,1500
831,BMW,X1,13,185549,Diésel,Manual,130,7.4,5,Bueno,La Rioja,5,Azul,Familiar,6363
832,Toyota,Corolla,15,230033,Híbrido,Manual,72,5.4,1,Excelente,Madrid,5,Negro,Compacto,2787
833,Mercedes,Clase C,14,193844,Diésel,Automático,143,8.4,5,Excelente,Madrid,3,Gris,SUV,4711
834,Opel,Corsa,12,165573,Diésel,Manual,136,6.6,5,Excelente,Castilla y León,3,Gris,Monovolumen,1500
835,Peugeot,208,16,237719,Gasolina,Automático,96,6.7,2,Bueno,Castilla y León,5,Negro,Compacto,1570
836,Dacia,Duster,15,218863,Híbrido,Automático,114,5.1,5,Aceptable,Valencia,3,Negro,Monovolumen,1500
837,Toyota,Yaris,3,53182,Gasolina,Manual,125,6.7,3,Bueno,Castilla-La Mancha,5,Rojo,Monovolumen,5545
838,Toyota,C-HR,11,167706,Diésel,Manual,60,6.5,5,Bueno,País Vasco,5,Rojo,Compacto,1699
839,Skoda,Fabia,18,269856,Diésel,Automático,105,6.5,3,Excelente,Canarias,5,Plata,Monovolumen,1500
840,Dacia,Duster,4,64563,Diésel,Manual,121,6.1,1,Bueno,Baleares,5,Azul,SUV,5882
841,Skoda,Octavia,2,30235,Gasolina,Automático,142,6.4,1,Bueno,Castilla y León,5,Negro,Monovolumen,8440
842,Citroen,C3,8,114161,Gasolina,Manual,179,6.0,1,Bueno,Asturias,5,Blanco,Familiar,6200
843,Ford,Focus,11,160401,Gasolina,Manual,114,6.6,4,Excelente,Canarias,5,Azul,Monovolumen,3448
844,Citroen,C4,7,95139,Gasolina,Automático,112,7.6,4,Bueno,Madrid,3,Negro,SUV,7242
845,Audi,A1,9,132363,Híbrido,Manual,87,7.0,2,Bueno,Valencia,5,Negro,Monovolumen,3366
846,Peugeot,208,18,294786,Gasolina,Manual,123,7.6,6,Excelente,La Rioja,5,Plata,SUV,1500
847,Audi,A3,1,14003,Eléctrico,Automático,71,4.5,3,Aceptable,Madrid,5,Gris,Monovolumen,26028
848,Dacia,Duster,8,112433,Híbrido,Automático,86,5.5,2,Bueno,Canarias,5,Negro,Compacto,2214
849,Kia,Ceed,13,185001,Diésel,Manual,103,6.5,2,Bueno,Extremadura,5,Azul,Berlina,2517
850,Nissan,Qashqai,10,164890,Híbrido,Manual,106,4.1,1,Excelente,Extremadura,5,Blanco,Familiar,4963
851,Dacia,Sandero,2,21174,Híbrido,Manual,100,5.6,1,Bueno,Asturias,5,Azul,Compacto,7636
852,Hyundai,Tucson,8,110178,Diésel,Manual,115,6.8,2,Bueno,Madrid,5,Blanco,SUV,3710
853,Ford,Focus,10,149525,Diésel,Automático,162,5.0,1,Bueno,Cantabria,5,Negro,Monovolumen,3157
854,Kia,Ceed,3,37876,Gasolina,Manual,145,6.5,1,Bueno,Extremadura,5,Gris,SUV,10195
855,Renault,Clio,17,248689,Diésel,Manual,123,7.4,3,Bueno,Aragón,3,Azul,Monovolumen,1500
856,Mercedes,Clase A,13,193730,Gasolina,Manual,135,6.6,2,Excelente,Canarias,3,Gris,Familiar,2562
857,Hyundai,i30,15,227882,Eléctrico,Manual,107,6.5,3,Bueno,Valencia,5,Negro,Familiar,1500
858,Ford,Focus,11,145770,Gasolina,Automático,164,7.7,4,Excelente,Navarra,5,Rojo,Familiar,1500
859,Citroen,C4,14,208857,Gasolina,Manual,60,7.8,4,Bueno,Castilla-La Mancha,5,Rojo,Compacto,1621
860,Skoda,Octavia,6,77430,Diésel,Automático,157,6.5,2,Bueno,Extremadura,5,Plata,SUV,7492
861,Mercedes,Clase C,1,5000,Híbrido,Automático,113,5.4,1,Excelente,Murcia,5,Plata,Familiar,34843
862,Opel,Mokka,2,23720,Gasolina,Manual,124,7.3,1,Excelente,Aragón,5,Plata,Compacto,10483
863,Mercedes,GLA,18,256781,Diésel,Automático,83,7.4,1,Aceptable,Murcia,5,Rojo,Berlina,3004
864,Peugeot,308,18,266811,Diésel,Manual,142,6.9,2,Bueno,Aragón,5,Rojo,SUV,4104
865,Volkswagen,Passat,20,305152,Gasolina,Manual,132,5.8,4,Bueno,Cantabria,5,Azul,Familiar,1500
866,Volkswagen,Golf,12,182029,Gasolina,Automático,107,6.7,2,Bueno,Extremadura,5,Blanco,SUV,4518
867,Renault,Captur,13,195823,Diésel,Manual,72,7.8,5,Bueno,Aragón,3,Blanco,Familiar,2570
868,Peugeot,208,11,165008,Gasolina,Automático,71,7.6,3,Excelente,Madrid,5,Negro,Berlina,3461
869,Citroen,C4,15,226092,Gasolina,Manual,130,6.6,6,Excelente,Cataluña,5,Rojo,Monovolumen,2814
870,Peugeot,308,11,165279,Gasolina,Manual,60,8.3,2,Bueno,Castilla y León,5,Gris,Compacto,2760
871,BMW,Serie 1,18,270020,Gasolina,Manual,125,7.1,3,Bueno,Castilla y León,5,Blanco,Compacto,1722
872,BMW,Serie 1,15,227343,Diésel,Manual,99,6.9,3,Excelente,La Rioja,5,Plata,Monovolumen,2965
873,Toyota,C-HR,14,210754,Híbrido,Manual,104,4.8,2,Excelente,Castilla y León,3,Gris,Familiar,5929
874,Opel,Corsa,8,123479,Diésel,Manual,100,6.9,2,Bueno,Valencia,5,Gris,Berlina,3001
875,Dacia,Sandero,18,277509,Híbrido,Manual,99,5.7,5,Bueno,Andalucía,5,Rojo,Monovolumen,1500
876,Opel,Astra,17,249684,Diésel,Automático,104,5.4,6,Bueno,Galicia,5,Plata,Familiar,1500
877,Nissan,Juke,5,76103,Gasolina,Manual,178,7.8,3,Bueno,Canarias,5,Negro,Monovolumen,5437
878,SEAT,León,20,286915,Diésel,Automático,154,6.4,2,Excelente,Murcia,5,Rojo,SUV,1500
879,Renault,Clio,16,224275,Gasolina,Manual,95,5.9,3,Bueno,Cataluña,5,Plata,Berlina,1500
880,Citroen,C5 Aircross,10,156900,Gasolina,Manual,60,7.9,4,Bueno,Murcia,5,Gris,Compacto,3515
881,SEAT,León,10,160366,Gasolina,Manual,94,5.4,4,Aceptable,Castilla-La Mancha,5,Plata,Compacto,2614
882,BMW,X1,8,122729,Diésel,Manual,117,6.6,4,Excelente,Baleares,3,Negro,Compacto,7763
883,Volkswagen,Polo,14,228568,Gasolina,Manual,145,6.5,5,Bueno,Castilla y León,5,Blanco,Monovolumen,1807
884,Hyundai,Tucson,6,87269,Gasolina,Automático,123,7.7,3,Bueno,Castilla-La Mancha,5,Rojo,Berlina,6898
885,Citroen,C5 Aircross,14,215910,Gasolina,Automático,112,6.8,1,Aceptable,Asturias,5,Negro,Compacto,1620
886,Skoda,Octavia,7,117389,Diésel,Automático,118,7.5,1,Bueno,Baleares,3,Azul,Berlina,4468
887,Hyundai,i20,11,154625,Diésel,Manual,93,5.9,5,Bueno,Extremadura,5,Gris,Berlina,1977
888,Kia,Rio,1,18187,Diésel,Manual,136,7.1,1,Excelente,Castilla y León,3,Rojo,Familiar,10611
889,Dacia,Duster,8,125649,Híbrido,Automático,135,6.0,1,Bueno,Navarra,5,Rojo,SUV,2099
890,Renault,Megane,19,275932,Eléctrico,Manual,138,4.8,4,Excelente,Murcia,5,Plata,Monovolumen,3066
891,Dacia,Duster,9,127368,Diésel,Manual,141,5.9,2,Bueno,Castilla-La Mancha,5,Gris,Familiar,2682
892,SEAT,León,12,184415,Diésel,Automático,101,6.4,2,Bueno,Aragón,3,Blanco,Berlina,2801
893,Kia,Sportage,2,37602,Eléctrico,Manual,141,4.3,1,Aceptable,Aragón,5,Gris,Berlina,14259
894,Mercedes,GLA,3,45258,Diésel,Manual,175,5.7,1,Bueno,Valencia,3,Rojo,SUV,15630
895,Dacia,Sandero,12,180227,Diésel,Automático,130,4.2,1,Bueno,Madrid,5,Azul,Familiar,3183
896,SEAT,Ibiza,18,269867,Diésel,Manual,147,7.0,1,Bueno,Murcia,3,Gris,Familiar,1500
897,Opel,Mokka,16,228179,Gasolina,Manual,86,8.7,1,Bueno,Castilla y León,3,Blanco,Compacto,1500
898,Opel,Corsa,12,173815,Eléctrico,Automático,108,6.1,1,Bueno,Andalucía,5,Negro,Familiar,2934
899,Renault,Megane,18,268731,Gasolina,Manual,107,7.3,5,Excelente,Castilla-La Mancha,5,Plata,SUV,1500
900,Peugeot,208,19,297635,Gasolina,Automático,114,8.1,4,Bueno,Cataluña,3,Rojo,Monovolumen,1500
901,SEAT,Ateca,1,5000,Diésel,Automático,120,8.3,1,Aceptable,Baleares,5,Rojo,SUV,15847
902,Hyundai,i30,9,136559,Diésel,Manual,156,5.9,5,Bueno,Asturias,5,Azul,SUV,3092
903,Volkswagen,Tiguan,10,157851,Híbrido,Manual,146,5.5,2,Bueno,Galicia,3,Blanco,Familiar,2586
904,Audi,A3,9,132609,Diésel,Manual,121,6.1,1,Bueno,Castilla y León,3,Plata,Familiar,4326
905,Nissan,Qashqai,9,153335,Híbrido,Automático,176,4.6,1,Bueno,Castilla-La Mancha,5,Azul,SUV,7186
906,Renault,Megane,7,104493,Híbrido,Automático,113,6.3,1,Aceptable,Andalucía,5,Gris,Familiar,4677
907,Toyota,C-HR,16,235969,Híbrido,Automático,144,4.2,3,Excelente,Baleares,5,Gris,Monovolumen,2082
908,Citroen,C3,6,86295,Eléctrico,Manual,60,5.9,1,Excelente,Castilla y León,3,Plata,Monovolumen,5480
909,Renault,Clio,7,106544,Eléctrico,Manual,154,4.9,1,Aceptable,País Vasco,5,Gris,SUV,2814
910,Skoda,Karoq,17,251348,Diésel,Automático,162,7.3,2,Excelente,La Rioja,5,Rojo,Familiar,2458
911,Renault,Captur,10,143952,Gasolina,Automático,139,7.0,3,Bueno,Murcia,5,Negro,Familiar,1676
912,Audi,A1,11,160160,Gasolina,Manual,142,7.6,2,Aceptable,Andalucía,5,Negro,Monovolumen,3222
913,Nissan,Micra,2,30218,Diésel,Manual,103,5.1,1,Bueno,Cantabria,5,Gris,Monovolumen,8220
914,Dacia,Sandero,4,66071,Diésel,Manual,86,6.2,1,Bueno,Extremadura,5,Gris,Compacto,2880
915,BMW,Serie 3,6,101331,Gasolina,Manual,99,7.1,1,Bueno,Navarra,5,Plata,Compacto,9206
916,Peugeot,308,2,25196,Diésel,Automático,133,6.6,2,Bueno,Cantabria,3,Gris,Familiar,11137
917,Ford,Kuga,14,203804,Híbrido,Automático,100,7.4,1,Bueno,Cataluña,5,Negro,Berlina,1592
918,Skoda,Karoq,8,127281,Gasolina,Automático,105,6.2,4,Aceptable,Cantabria,5,Plata,Berlina,4455
919,Skoda,Octavia,8,125322,Gasolina,Manual,104,6.9,6,Bueno,Castilla y León,5,Rojo,SUV,2459
920,Kia,Ceed,16,232566,Gasolina,Automático,60,6.9,3,Bueno,Navarra,5,Negro,Compacto,1500
921,Ford,Fiesta,5,82670,Gasolina,Manual,138,5.6,2,Bueno,Castilla y León,5,Blanco,Berlina,6442
922,Dacia,Sandero,16,256590,Gasolina,Automático,90,7.8,6,Aceptable,Andalucía,5,Azul,Berlina,1500
923,Opel,Corsa,17,251067,Eléctrico,Manual,94,5.1,5,Bueno,Galicia,5,Azul,Monovolumen,2207
924,BMW,Serie 1,17,254083,Gasolina,Manual,132,7.8,4,Aceptable,Cantabria,5,Plata,Monovolumen,1500
925,Renault,Megane,8,116543,Gasolina,Manual,175,7.4,1,Excelente,Andalucía,3,Azul,SUV,3772
926,BMW,Serie 1,2,28850,Diésel,Manual,125,6.5,2,Bueno,Andalucía,5,Negro,SUV,14594
927,Kia,Sportage,7,104076,Gasolina,Manual,90,8.9,2,Excelente,Aragón,5,Plata,SUV,7599
928,SEAT,Ateca,3,28383,Híbrido,Automático,124,7.2,1,Bueno,Canarias,5,Rojo,Monovolumen,9259
929,Peugeot,208,17,262186,Gasolina,Manual,138,6.8,4,Excelente,Extremadura,5,Blanco,Berlina,2336
930,Volkswagen,Polo,2,27058,Gasolina,Manual,118,7.5,3,Bueno,Cataluña,3,Blanco,Monovolumen,7705
931,Mercedes,Clase C,3,61789,Gasolina,Automático,60,7.2,1,Excelente,Cataluña,5,Rojo,Compacto,16294
932,Mercedes,GLA,3,42948,Gasolina,Manual,96,8.2,2,Bueno,Asturias,5,Rojo,SUV,15943
933,Toyota,C-HR,17,258515,Diésel,Manual,111,6.5,6,Excelente,Navarra,5,Negro,Compacto,1500
934,Ford,Kuga,3,37777,Gasolina,Manual,130,7.3,1,Bueno,Murcia,3,Gris,Berlina,5806
